"PROP   ","CARD#","1VECTOR                                                               ","2VECTOR                                                               ","3VECTOR                                                               ","4VECTOR                                                               ","5VECTOR                                                               ","6VECTOR                                                               ","7VECTOR                                                               ","8VECTOR                                                               ","9VECTOR                                                               ","AVECTOR                                                               ","BVECTOR                                                               ","CVECTOR                                                               ","DVECTOR                                                               ","EVECTOR                                                               ","FVECTOR                                                               ","01LAB ","02LAB ","03LAB ","04LAB ","05LAB ","06LAB ","07LAB ","08LAB ","09LAB ","10LAB ","11LAB ","12LAB ","13LAB ","14LAB ","15LAB ","16LAB ","17LAB ","18LAB ","19LAB ","20LAB ","01AREA                        ","02AREA                        ","03AREA                        ","04AREA                        ","05AREA                        ","06AREA                        ","07AREA                        ","08AREA                        ","09AREA                        ","10AREA                        ","11AREA                        ","12AREA                        ","13AREA                        ","14AREA                        ","15AREA                        ","16AREA                        ","17AREA                        ","18AREA                        ","19AREA                        ","20AREA                        " 
"2820003","01","1.5SFR/B@18,22=N36E36M1S20M2W20S20W8N4W8%FOH@15,38=G1N1W36S1E36%2CFG=G","2S20W20N20E20%WDDK=G1E7N16W24S16E17                                   ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2820008","01","1SFR/B=N22E20M1S22W20%2SFR/B=G1E36S26M2W36N26%FOH@18,-4=G2S1W36N1E36%W","DDK=G1GE30XN11W19S11E19                                               ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2820009","01","2CFG=N22E22M1S22W22%EFP=G1GS3XE8S16W8N16%2SFR/B=G1GS3GE8XN2E33M2S24W33","N22%2SFR=G2N20W15S20E15%FOH@28,-3=G2GS24XS1W33N1E33%WDDK=G1GS3XN23E15S","21W7S2W8%OFP=G1GS12GE8GS13GE13XS5E6N5W6                               ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2820016","01","1.5SFR/B=N25M1E12M2S25W12%1SFR=G1N4E8S4W8%EFP=G1GE8XN4E7S4W7%2SFR/B=G1","GE12XE26M3S25M4W26N25%FOH@25,1=G4S1W26N1E26%EFP/B=G3GW2XW21N16E21S16%S","TNPT=G1GN4XN20E15M5S20W15%BSMTEXT=G5S8E21N8W21                        ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2820017","01","1SFR/B=N26M1E44S4M2S28W18N6W26%OFP=GE20XE6S6W6N6%1SFR=G1N5W14S18E14N13"," %1SFR=G2E10S16M3W10N16%2CFG=G3N22E20S22W20%BRPT=G2GE10GN6GE15XN10W69S","12E44S4E10N6E15                                                       ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2820027","01","2SFR/B=N22M1E30M2S22M3W30%2SFR/.5B=G1E12N7M4W31S21E19N14E12C%FOH@18,24","=G2N1W30S1E30%1SFR=G4N3W13S3E13%1SFR=G2N3E12S17M5W12N14%OFP=G5S5W12N5E","12%2CFG=G5S3E22N24W22S21%WDDK=G4GN3GW2XN10W20S10E20                   ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2820028","01","2SFR/B=N22E30M1S22W30%1SFR=G1E12N8E12M2S20W24N12%1SFR/2CFG=G2E22S22W22","N22                                                                   ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2820033","01","1SFR/B=N26M1E44S26W44%EFP=G1GS11XW4S12E4N12%2CFG=G1W24S23E20N12E4N11%W","DDK=G1GW4XN12E20S12W20                                                ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2820039","01","1.5SFR/B=N24M1E36S24W36%WDDK=G1N2W14S8E14N6%1SFR=G1GS6XS16W14N16M2E14%","EFP=G2GS2XW10GS8GE2DE8N8%2CFG=G2GS2GW10XGN5GW2DGS6GW21DGS23GE5DGN6GE21","DGW4GN17C                                                             ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2840001","01","2SFR=N40M1E13N8E40M2N6E12S54M3W65%1SFR=G1GN20GW34DGW16GS28DGS24GE40DE1","0N32%CPY=G2GW10XN14W12S14E12%OFP=G0S12E12N12W12%WDDK=G3GW14XW30S5E30N5"," %1SFR(POOL)=G3E11N8E18GE39GN18DGN34GW18DGW36GS20DW14S40              ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850003","01","1.5SFR/B=N26M1E35M2S26M3W35%1SFR/B=G3S10E3S5W17N15E14%A(F)/1SFR=G1W12S","14E12N14%OFP=G1GS14XS4W12N4E12%2CFG=G1GW12XN4W24S22E24N18%OFP=G2GW3XN1","7GW3GN3DW8GW3GS3DS17E14                                               ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850012","01","2SFR/B=W40N27E36M1E16S19W12S8%FOH=G0W40S1E40N1%OFP=G0N8E12S8W12%STNPT=","G0W40S14E72N14W32%2CFRG=G0GE12XN27E24S27W24%STNPT=G1W25N12E25S12%1SFR=","G1E32N3E6GE9GN22DGN11GW27DM3GS27GW9DGW6GN2DGW5GS11D%OFP=G1GE32XN3E6S3W","6%SHED@35,59=G3GN3GE2DGE15GS6DGS3GW2DGW15GN6D%OFP@11,57=G3GN3GW5DGW9GS","27DGS3GE5DGE9GN27D                                                    ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850015","01","2SFR/B=W38N40E15S16M1E23S12M2S12%1SFR@-21,27=G1N4E13S4W13%FOH=G1N2E23S","2W23%1SFR=G2N12E7S12M3W7%1SFR=G3N12E2GE9GS9DGS4GE1DGS2GW8DM4GW4GN3D%2C","FRG=G4GS23E7GE23N7GN23W7GW23S7D%WDDK=G2GN12XW10N4W13N16E33GN5GE6DGE7GS","14DGGS11GW14DW9%1SFR/B=G3GN12GE2XGS9GE9DGE13GN10DGN10GW9DGW13GS11D    ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850020","01","2SFR/B=N32M1E40M2S32W40%BSMT.ENT=G1N7E8S7W8%BRPT=G1GE8XN7W8N5E38S12W30"," %EFP=G2W2N13E21S8E5S7W24N2%1SFR=G2GS2XE14S27M3W14N27%OFP@43,2=G3S3W14","N3E14%LOFT/2CFG=G3N27E24S30W24N3                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850027","01","1SFR=N20E33M1S27W24N7W9%1.5SFR/B=G1E2N8E38M2S26W40N18%1SFR=G2N10E18S18","W18M3N8%1SFR=G3E16S14W16N14%OFP=G3GS14XS6E16N6W16%2CFG=G3GE16XE24S24W2","4N24                                                                  ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850030","01","1SFR/B=N26E26M1S8W5S18W21%WDDK/CPAT=G1E35S8M2W35N8%2SFR/B=G1GS8GW5XS25","E39M3N25W39%FOH@42,-7=G3S1W39N1E39                                    ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850035","01","2CFG=N24E24M1S24W24%WDDK=G1XW10N14E32S14W22%1SFR=G1E12S16W12N16%EFP=G1","GS16XE12S8W12N8%2SFR/B=G1GE12XE38S24M2W38N24%FOH@55,1=G2S1W38N1E38    ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850038","01","2SFR/B=N26E33M1S8E12S18M2W45%EFP=G1S8E12N8W12%OFP=G1GW17XN10W10S10E10%","2CFG=G2GN2XN24E24S24W24%FOH@22,2=G2S1W45N1E45                         ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850041","01","2CFG=N24E24M1S24M2W24%WDDK=G1N6E18S13M4W18N7%1SFR/B=G1GS7XE25S7W8S5W17","N12%OFP@32,3=G2N5E17S5W17%2SFR/B=G2GE17XN10E34S26M3W34N16%FOH@52,-15=G","3S1W34N1E34%BRPT=G4XN10E13S5E15S12W21N7W7                             ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850044","01","A/1SFR/B=N32E56M1S12W6S20M2W50%OFP=G2GE2XS4W36N4E36%OFP=G1GW8XN4W8S4E8"," %STNPT=G1GW8GN4XN10W32S14E24N4E8%1SFR=G1E18S10W18N10%2CFG=G2N20E6N2E1","8S22W24                                                               ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850049","01","2SFR/B=N26E37M1S26W37%1SFOH@19,-3=G1W37S26E37S1W38N28E38S1%EFP=G1N5E20","S12W20N7%2SFR=G1GS7XE20S19GS4GW15DM2N4W5N19%2CFG=G2GN4GE19DGS29GE6DGS5","GW24DGN28GW6DGN2GE5D%OFP@33,-3=G2N4W6GS5GE1DGE5GN1D%BRPT=G1GN5XW10N15E","30S15W20                                                              ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850050","01","1SFR/B@36,20=N28E26M1N10E37S26M2W39S12W24%WDDK=G1N24W31S24E31%2CFG=G2N","18E20S22W20N4                                                         ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850055","01","2CFG=N22E21M1S22W21%1SFR=G1E5M2S22W5N22%2SFR/B=G2S30E38M3N30W38%FOH@24",",-8=G3S1W38N1E38%FOH@58,24=G2N1E38S1W38%OFP=G2GE6XN12E20S12W20%STNPT=G","1GW7XN22E18S22W18                                                     ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"2850058","01","1.5SFR/B=N7M1N20M2W32S27M3E32%BRPT=G2N14W37S14E37%1SFR=G1GS1XE20N17W20","S17%STNPT=G3GE2XS10E22N10W22%AUF/1SFR/B=G3E2S12W26N29M4E24S17%FOH@-60,","0=G4S29W1N29E1%BRPT=G4GE2XN12E12S12W12                                ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
